"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","EPS","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"DSKE","Daseke Inc","United States","Industrials","Trucking",8.48999977111816,5.65000009536743,4.94000005722046,8.48999977111816,506599.2,6.25428000259399,61467201,1231290752,981800000,1126900000,80100000,176200000,22500000,-19200000,3300000,7300000,335600000,521856522.421274,43.6355555555556,0.00647794835389121,0.00268011433907042,0.118762525074145,71.4871948522293,1.50265480138298,"HOLD",407,40.5378486055777,539,53.6852589641434,430.5,42.8998505231689
"PLAB","Photronics Inc","United States","Technology","Semiconductor Equipment & Materials",12.8599996566772,10.1899995803833,9.57999992370605,13.3800001144409,494256.8,11.5061599960327,61642951,808282048,253566000,1232062000,815502000,278539000,26287000,-17532000,8755000,8036000,152067000,792728328.696572,9.64606079050481,0.00652239903511349,0.0108316150552437,0.130363648554074,98.6471290065421,1.26202160807091,"HOLD",630,62.7490039840637,315,31.3745019920319,429,42.7503736920777
"BSRR","Sierra Bancorp","United States","Financial Services","Banks由egional",26.7999992370605,17.1758918762207,16.6952419281006,28.3999996185303,38362.9032258065,23.1324340143511,13716124,562550272,2876846000,3220742000,343896000,71417000,12815000,-993000,11822000,8979000,32670000,367592112.735428,224.490518923137,0.00278786689526823,0.0210150107260103,0.654631002169417,40.939092631187,1.5603264989205,"HOLD",350.5,34.9103585657371,594,59.1633466135458,427.5,42.6008968609865
"MITK","Mitek Systems Inc","United States","Technology","Software輸pplication",14.5799999237061,13.0600004196167,11.4099998474121,19.0699996948242,780866.935483871,14.9278226052561,39033338,551791232,35279000,177032000,141753000,26723000,8730000,-4e+05,8330000,2167000,25976000,569106065.061993,4.04112256586483,0.0122407248407068,0.0150962891704666,0.0555166457964727,262.62393403876,1.11638586946799,"HOLD",757.5,75.4482071713147,187,18.6254980079681,427.5,42.6008968609865
"BXC","Bluelinx Holdings Inc","United States","Industrials","Building Products & Equipment",39.189998626709,21.5499992370605,21.5499992370605,45.7299995422363,136576,32.0560799102783,8193170,1018706752,989038000,1048130000,59092000,82000,-19377000,-1746000,-21123000,19858000,865419000,321090321.048393,-51.0418537441296,0.0189461230954176,-0.0207351133763762,2.42372610357163,16.1693182117229,1.81856148557593,"HOLD",187,18.6254980079681,757,75.398406374502,426,42.4514200298954
"IMAC","Imac Holdings Inc","United States","Healthcare","Medical Care Facilities",1.64999997615814,0.800000011920929,0.740000009536743,2.58999991416931,1325152.8,1.46696799230576,9365454,25901860,11932852,19746006,10432058,2623952,-1973036,-73361,-2046397,190158,3463221,15452998.8767102,-6.04796465953992,0.00963020065931308,-0.0790057934063422,0.0203041945430515,81.2639956073906,2.06249993946403,"HOLD",87.5,8.71513944223108,856,85.2589641434263,425,42.3517688091679
"CHNR","China Natural Res","Hong Kong","Basic Materials","Other Industrial Metals & Mining",1.82000005245209,1.1599999666214,1.12999999523163,2.80999994277954,1110710.4,1.63112000083923,8802023,43333176,28947000,3974000,-24973000,3013000,-627000,-2500,-629500,1370500,3433500,16019682.3216845,-46.1674641148325,0.344866633115249,-0.0145269758210199,0.155702842403388,11.6889327411051,1.56896560760514,"HOLD",338,33.6653386454183,602,59.9601593625498,423.5,42.2022919780767
"CZNC","Citizens Nrthn Cp","United States","Financial Services","Banks由egional",23.7800006866455,15.9107713699341,15.8913469314575,24.7900009155273,31768,19.7972911148071,15350509,379194880,1939344000,2239100000,299756000,96017000,10184000,-587000,9597000,6770000,25565000,365035114.560358,190.430479183032,0.00302353624224019,0.0253088860271531,0.441027720970034,53.919514706109,1.49458502883032,"HOLD",410,40.8366533864542,530,52.7888446215139,423.5,42.2022919780767
"FRAF","Franklin Finl Svcs Corp","United States","Financial Services","Banks由egional",31.1800003051758,21.0087642669678,20.9892292022705,34.3800010681152,9065.32258064516,27.1448228128495,4184708,98766832,1389862000,1535038000,145176000,57146000,4060000,-33000,4027000,4552000,15899000,130479196.717072,342.330541871921,0.00296539890217701,0.0407727970863741,1.08777004273655,28.6641469062108,1.48414251828225,"HOLD",419,41.7330677290837,520,51.792828685259,421.5,42.0029895366218
"TSC","Tristate Capital Hld","United States","Financial Services","Banks由egional",23.0599994659424,13.4099998474121,12.3999996185303,25.9400005340576,118528,18.5411200332642,27674277,954470272,9139671000,9896816000,580002000,435442000,21328000,-1348000,19980000,12610000,47095000,638168812.840342,428.529210427607,0.00127414716005633,0.0209330773164196,0.455657793697736,50.6081532783776,1.71961220942091,"HOLD",244,24.3027888446215,695,69.2231075697211,421.5,42.0029895366218
"EXPCU","Experience Investment Corp","United States","Financial Services","Shell Companies",11.2200002670288,12.210000038147,11.0010004043579,12.75,190,11.6276001930237,25500062,384841440,0,0,0,0,0,0,0,0,0,286110702.449251,NA,NA,0,0,Inf,0.918918937917677,"HOLD",869.5,86.6035856573705,65,6.47410358565737,420,41.8535127055306
"NPAUU","New Providence Acquisition Corp","United States","Financial Services","Shell Companies",13.1999998092651,14.8199996948242,13.1599998474121,16.5,1946,14.5500000317891,19208163,379368864,0,0,0,0,0,0,0,0,0,253547747.936334,NA,NA,0,0,Inf,0.890688264580407,"HOLD",877,87.3505976095618,55,5.47808764940239,419,41.7538614848032
"NWLI","Natl Wstrn Life Gp A","United States","Financial Services","Insurance有ife",249,188.1171875,169.294494628906,252.080001831055,8447.2,203.998391845703,3116578,336341920,12108520000,14648270000,2539750000,581059000,93676000,-4883000,88793000,35136000,223537000,776027922,129.259575558307,0.00239864502770634,0.263996233356817,11.2739036212153,22.0864048838798,1.32364300843058,"HOLD",562.5,56.0258964143426,369,36.7529880478088,418,41.6542102640757
"DHX","Dice Holdings","United States","Industrials","Staffing & Employment Services",3.34999990463257,2.39000010490417,1.69000005722046,3.69000005722046,153450.4,2.43903999423981,30408285,188652624,113417000,240987000,127570000,7640000,4239000,-3568000,671000,1995000,33211000,101867751.85004,26.7556027364945,0.00827845485441123,0.00355680183913053,0.0656071199016978,51.0615297493935,1.40167353874107,"HOLD",498.5,49.6513944223108,432,43.0278884462151,417,41.5545590433483
"ACRE","Ares Commercial Real Estate Cor","United States","Real Estate","REIT柚ortgage",13.7200002670288,9.00613784790039,8.51265144348145,14.6328649520874,391320.967741935,11.4439982521919,31844071,1812987264,1456482000,1929497000,473015000,74776000,9018000,0,9018000,14407000,22665000,436900662.623284,161.508316699933,0.00746671282722907,0.00497411105917179,0.452423309821159,30.3255821908298,1.52340553728337,"HOLD",369,36.7529880478088,560,55.7768924302789,416,41.4549078226208
"SPH","Suburban Propane Partners LP","United States","Utilities","Utilities由egulated Gas",14.8199996948242,15.6224212646484,13.8930625915527,17.4224185943604,359205.64516129,15.3558636865308,60862844,2298746624,0,0,362381000,0,0,0,0,37977000,305191000,901987329.506134,NA,Inf,0,0.623976756656327,23.7508842063916,0.948636542554386,"HOLD",854,85.0597609561753,74,7.37051792828685,415,41.3552566018934
"THCAU","Tuscan Holdings Corp II Unit","United States","Financial Services","Shell Companies",10.1750001907349,11.9499998092651,10.0100002288818,16.007999420166,677.777777777778,12.0021665714405,17675092,221558224,0,0,0,0,0,0,0,0,0,179844064.471256,NA,NA,0,0,Inf,0.851464464697809,"HOLD",882,87.8486055776892,45,4.48207171314741,414,41.2556053811659
"BNSO","Bonso Elec Intl IN","Hong Kong","Technology","Scientific & Technical Instruments",6.80000019073486,4.3600001335144,3.91000008583069,7.69000005722046,98103.2258064516,5.21870968226464,1172931,23748320,9437000,24201000,14764000,9111000,0,0,0,493000,4343500,7975931.02371883,Inf,0.0203710590471468,0,0.420314579459491,16.1783590744804,1.55963302350949,"HOLD",333,33.1673306772908,593,59.0637450199203,413,41.1559541604385
"AFYA","Afya Ltd Cl A","Brazil","Consumer Defensive","Education & Training Services",18.5900001525879,23.9500007629395,18.5900001525879,24.8500003814697,214277.551020408,22.1095917760109,34700883,1704892928,1283940000,4047821000,2712067000,1065232000,119499000,-23304000,96195000,74832000,309410000,645089420.264935,10.7443576933698,0.0184869834906237,0.0564228981305271,2.15648691129848,8.62050219511619,0.776200399181377,"HOLD",893.5,88.9940239043825,31,3.08764940239044,411.5,41.0064773293473
"BNFT","Benefitfocus","United States","Technology","Software輸pplication",13.8100004196167,11.460000038147,9.96000003814697,17.2399997711182,298506.451612903,13.2799999944625,24105996,603398080,331774000,362372000,-48595000,90706000,16577000,-3346000,13231000,3097000,76230000,332903814.875278,20.0141159437775,0.00854646606249931,0.0219274811083257,0.128474260096948,107.492352236125,1.20506111462891,"BUY",656.5,65.3884462151394,268,26.6932270916335,411.5,41.0064773293473
"ATRI","Atrion Corp","United States","Healthcare","Medical Instruments & Supplies",641.309997558594,601.668640136719,573.424987792969,734.108581542969,8529.03225806452,640.012914842175,1400739,1136960896,26448000,266890000,240442000,22450000,10221000,-6987000,3234000,7370000,32243000,898307924.670227,2.58761373642501,0.0276143729626438,0.00284442500298621,5.26150838950011,121.887099683884,1.06588569650708,"BUY",774,77.0916334661355,150,14.9402390438247,409.5,40.8071748878924
"TACO","Del Taco Rest","United States","Consumer Cyclical","Restaurants",9.57999992370605,7.84723472595215,7.37918901443481,11.3599996566772,456502.4,9.37406315994263,32222916,735642304,534555000,747309000,212754000,7912000,20240000,-5684000,14556000,7509000,156721000,308695532.821587,26.4108201581028,0.0100480524120545,0.0197867902931259,0.233032913594785,41.1100722894642,1.22081220433274,"BUY",644,64.1434262948207,280,27.8884462151394,409.5,40.8071748878924
"MGIC","Magic Software Entpr","Israel","Technology","Software輸pplication",15.210000038147,13.2805633544922,12.4215230941772,17.6942520141602,47696.7741935484,15.2272840699842,26625515,739126336,149341000,443323000,260427000,88127000,10963000,-324000,10639000,6511000,104573000,404974084.165683,13.6222749247469,0.0146868084895212,0.014394020997244,0.244539870871981,62.1984463470562,1.14528274382292,"BUY",709,70.6175298804781,214,21.3147410358566,408,40.6576980568012
"TBNK","Territorial Bancorp","United States","Financial Services","Banks由egional",26.4599990844727,19.4448318481445,19.4448318481445,29.8400001525879,25888,23.8990045318604,6782689,47154552,1862091000,2110799000,248708000,363543000,8821000,-296000,8525000,5523000,16963000,179469944.730263,211.097494615123,0.00261654473021827,0.180788484640889,0.814278820686014,32.4950108148222,1.36077284139629,"HOLD",526,52.390438247012,395,39.3426294820717,406.5,40.50822122571
"VTVT","Vtv Theraptcs Cl A","United States","Healthcare","Biotechnology",2.8199999332428,1.75,1.49000000953674,3.09999990463257,3103188.70967742,2.18362902537469,20732068,232927904,10996000,14789000,-80102000,5747000,-2212000,0,-2212000,1126000,6399000,58464430.3759851,-4.97106690777577,0.0761376698897829,-0.00949650068546532,0.0543119962755283,51.9222294635747,1.6114285332816,"HOLD",289,28.7848605577689,632,62.9482071713147,406.5,40.50822122571
"FRBA","First Bank","United States","Financial Services","Banks由egional",12.1700000762939,6.40051031112671,6.40051031112671,13.1700000762939,52691.935483871,9.66951384082917,15431346,334777536,2108162000,2346270000,238108000,95473000,0,0,0,6195000,19403000,187799481.997318,Inf,0.00264036108376274,0,0.401455582682159,30.3146863595348,1.90141090080544,"HOLD",121,12.0517928286853,796,79.2828685258964,404.5,40.3089187842551
"SVBI","Severn Bancorp Inc","United States","Financial Services","Banks由egional",12.1000003814697,6.34455299377441,6.03771829605103,12.8000001907349,38218.4,7.87956015396118,8747393,25637064,842906000,952553000,109647000,156609000,0,0,0,2506000,12379000,105843458.636866,Inf,0.00263082474151045,0,0.286485356265575,42.2360170139129,1.90714781535324,"HOLD",119,11.8525896414343,798,79.4820717131474,404.5,40.3089187842551
"GRVY","Gravity CO Ltd","South Korea","Communication Services","Electronic Gaming & Multimedia",115,127,113,218.970001220703,72216.8,152.169520202637,2827160,634127616,0,0,1.63787e+11,0,0,0,0,1.4917e+10,1.1244e+11,325123400,NA,Inf,0,5276.31969892047,0.0217954950727358,0.905511811023622,"HOLD",855,85.1593625498008,61,6.07569721115538,403,40.1594419531639
"VNCE","Vince Holding Corp","United States","Consumer Cyclical","Apparel Manufacturing",11.2200002670288,5.94999980926514,3.94000005722046,11.8900003433228,27864.8,7.08807996749878,3199940,346670080,281308000,354454000,73146000,704000,-16883000,-963000,-17846000,4963000,69022000,35903327.6544762,-16.6622045844933,0.014001816878918,-0.0514783392901978,1.55096658062339,7.23419860053922,1.88571439104206,"HOLD",131.5,13.097609561753,784,78.0876494023904,402,40.0597907324365
"ARCO","Arcos Dorados Holdings Inc","Uruguay","Consumer Cyclical","Restaurants",5.09000015258789,4.11602306365967,3.9768340587616,5.59999990463257,1003312.09677419,4.90736086137833,126570990,2496812544,2095938000,2293954000,197546000,165989000,66153000,-21478000,44675000,22037000,607392000,644246358.4132,31.6831889710217,0.00960655706260893,0.0178928130216891,0.174107826761883,29.23475783515,1.23663061986398,"BUY",618,61.5537848605578,294,29.2828685258964,401,39.960139511709
"WVVIP","Willamette Valley Vineyards IN","United States","Consumer Defensive","Beverages邑ineries & Distilleries",5.11999988555908,5.16824769973755,5.03000020980835,5.94000005722046,952.41935483871,5.33170989636452,3778354,49462048,20668420,79490347,33004622,13999755,2512030,-881200,1630830,1090694,8306172,19345172.0476017,8.2277759421663,0.0137210874170671,0.0329713399655429,0.288669087121006,17.7365714376367,0.990664570086121,"HOLD",810,80.6772908366534,100,9.9601593625498,399.5,39.8106626806178
"AE","Adams Resources & Energy","United States","Energy","Oil & Gas Integrated",28.0100002288818,19.6695804595947,18.6861000061035,37.5400009155273,10240.3225806452,25.7410751158191,1975192,105657456,147095000,296187000,149092000,39293000,6091000,-12456000,-6365000,5846000,249755000,55325128.3720856,24.1495649318667,0.0197375306816302,-0.0602418441723602,2.9597122710096,9.46375784674744,1.42402631751196,"BUY",451,44.9203187250996,459,45.7171314741036,399.5,39.8106626806178
"GSBC","Great Southern Bncp","United States","Financial Services","Banks由egional",56.6699981689453,35.9646682739258,35.9646682739258,59.7484016418457,35604,48.3492552490234,10568498,567714176,4896679000,5526420000,629741000,563729000,10268000,-1615000,8653000,17788000,52954000,598916762.308502,476.887319828594,0.00321872025651326,0.0152418247875494,1.68311523548569,33.6697077978695,1.57571307866145,"HOLD",296,29.4820717131474,610,60.7569721115538,397.5,39.6113602391629
"THBRU","Thunder Bridge Acquisition II Ltd Units","United States","Financial Services","Shell Companies",11.1000003814697,14.5,10.1766996383667,14.5,1516.20588235294,12.278441176695,34399950,478853792,0,0,0,0,0,0,0,0,0,381839458.12254,NA,NA,0,0,Inf,0.765517267687567,"HOLD",881,87.7490039840637,25,2.49003984063745,397.5,39.6113602391629
"SPKEP","Spark Energy Inc","United States","Utilities","Utilities由egulated Electric",25.7000007629395,21.0708560943604,20.879301071167,25.7000007629395,8203.2,23.768052230835,10410384,509569184,190918000,366667000,64854000,71684000,7883000,-935000,6948000,4039000,119043000,267546876.742493,24.2189521755677,0.0110154445314141,0.0136350474443133,0.38797800350112,66.2408706963339,1.21969419030004,"BUY",627,62.4501992031873,278,27.6892430278884,395.5,39.412057797708
"XPEL","Xpel Technologies","United States","Consumer Cyclical","Auto Parts",51.9300003051758,51.560001373291,46.1699981689453,63.5099983215332,281798.387096774,53.7812902389034,16291432,1417013376,30456963,83839831,53382868,29027124,4226915,-423356,3803559,6088399,48607331,846014068.73175,7.2054827220325,0.0726194092638379,0.00268420825407932,0.373717853654608,138.955096197169,1.00717608460105,"HOLD",794,79.0836653386454,111,11.0557768924303,395.5,39.412057797708
"CYD","China Yuchai International","Singapore","Industrials","Specialty Industrial Machinery",15.4799995422363,17.7399997711182,15.2399997711182,20.3600006103516,39483.2,17.0898399658203,12333075,636980736,0,0,0,0,0,0,0,121586500,5311111500,190915995.354366,NA,Inf,0,9.85857136196772,1.57020718052059,0.872604269558038,"HOLD",853,84.9601593625498,51,5.0796812749004,393.5,39.2127553562531
"AIKI","Alkido Pharma Inc","United States","Healthcare","Biotechnology",1.13999998569489,0.610000014305115,0.490000009536743,2.34999990463257,11194314.4,0.948639995098114,81943017,73837008,877000,30495000,29618000,2715000,-442000,0,-442000,326000,0,93415038.2077957,-1.9841628959276,0.0106902770946057,-0.00598615805234145,0.00397837438667898,286.549196956429,1.86885239173891,"HOLD",129,12.8486055776892,775,77.191235059761,393.5,39.2127553562531
"IOR","Income Opportunity Realty Trust","United States","Financial Services","Mortgage Finance",11.1400003433228,11.8400001525879,11.0100002288818,12.8800001144409,646.4,11.6856000137329,512414,46430816,12000,104468000,104456000,12000,1005000,0,1005000,1347000,0,5708292.13592339,0.0119402985074627,0.0128939005245625,0.0216451074217606,2.6287337972811,4.23778183810199,0.940878395249671,"HOLD",832.5,82.9183266932271,71,7.07171314741036,392,39.0632785251619
"MLVF","Malvern Bncp","United States","Financial Services","Banks由egional",18.6200008392334,12,12,19.3799991607666,7883.06451612903,15.9097580063728,4381960,194290688,1077658000,1220924000,143266000,109222000,4797000,-50000,4747000,2273000,7978000,81592098.8774872,224.652491140296,0.00186170474165468,0.0244324627642474,0.518717651461903,35.8962159601791,1.55166673660278,"HOLD",314.5,31.3247011952191,588,58.5657370517928,390.5,38.9138016940708
"WTREP","Watford Holdings Ltd 8.5%","Bermuda","Financial Services","Insurance優iversified",25.2800006866455,24.9703235626221,24.9703235626221,25.4500007629395,823.809523809524,25.2764334905715,17384799,373637664,2538318000,3532060000,941344000,211451000,48106000,-10000,48096000,62431000,242681000,439487730.657194,52.7651020662703,0.0176755208008924,0.128723639595392,3.59112578753427,7.03957538173654,1.01240180661844,"BUY",786.5,78.3366533864542,116,11.5537848605578,390.5,38.9138016940708
"GHM","Graham Corp","United States","Industrials","Specialty Industrial Machinery",14.2399997711182,12.4393749237061,12.4393749237061,17.0799999237061,33716,15.025845199585,8815099,75029480,47653000,144986000,97333000,63792000,2928000,-665000,2263000,1060000,27154000,125527007.742384,16.2749316939891,0.00731105072213869,0.0301614778617685,0.120248224098221,118.421705417343,1.14475203605131,"HOLD",690,68.7250996015936,212,21.1155378486056,388,38.6646736422521
"AMTB","Mercantil Bank Holding Cl A","United States","Financial Services","Banks由egional",18.5699996948242,9.93000030517578,9.42000007629395,19.2299995422363,47226.6129032258,14.8185483717149,27247605,1665961728,6987472000,7770893000,783421000,214386000,6939000,-1727000,5212000,8473000,60167000,505988016.534691,1006.98544458856,0.00109035087730586,0.00312852325020518,0.310963110335752,59.7176934420737,1.87009054623544,"HOLD",126,12.5498007968127,776,77.2908366533864,388,38.6646736422521
"BFC","Bank First National Corp [Wisconsin]","United States","Financial Services","Banks由egional",74.9899978637695,58.5708084106445,57.8749580383301,76.7785186767578,13149.1935483871,67.8667333049159,6530743,453569888,2423159000,2718016000,294857000,170219000,21642000,-2853000,18789000,11530000,29565000,489740403.618828,111.965576194437,0.00424206480020721,0.0414247076296211,1.76549590146175,42.4753168793433,1.28033059298087,"HOLD",565,56.2749003984064,337,33.5657370517928,388,38.6646736422521
"EML","Eastern Company","United States","Industrials","Tools & Accessories",26.7999992370605,19.1843814849854,19.1843814849854,27.7000007629395,12727.2,23.8651455383301,5372014,252565808,171221895,275528354,104306459,16101635,3999121,-1122613,2876508,1413813,60438532,143969971.101479,42.8148823203899,0.00513127951978401,0.011389142587345,0.263181183072122,101.830985499128,1.3969696785917,"HOLD",472,47.0119521912351,428,42.6294820717131,385.5,38.4155455904335
"PFIS","Peoples Finl Svcs Company","United States","Financial Services","Banks由egional",42.2400016784668,33.8597831726074,33.8597831726074,47.3400001525879,13190.4,39.1762229919434,6758886,178988992,2566925000,2883802000,316877000,228192000,33589000,-699000,32890000,8185000,23494000,285495355.984566,76.4215963559499,0.00283826698226855,0.183754317137,1.21099838050235,34.8803122766727,1.24749770142176,"BUY",598,59.5617529880478,302,30.0796812749004,385.5,38.4155455904335
"VMD","Viemed Healthcare Inc","United States","Healthcare","Medical Devices",10.1199998855591,9.97999954223633,9.11499977111816,10.8000001907349,283520.588235294,9.85808824090397,35064942,380949408,30867000,112560000,81693000,30981000,5791000,-4840000,951000,5071000,31202000,354857209.027136,5.33016750129511,0.0450515280739161,0.00249639448186254,0.144617378805304,69.977757646842,1.01402809115674,"BUY",782.5,77.9382470119522,117,11.6533864541833,384,38.2660687593423
"APXTU","Apex Technology Acquisition Corp","United States","Financial Services","Shell Companies",12.7449998855591,15.4799995422363,12.3100004196167,15.4799995422363,450,13.6618748903275,35152493,567719552,0,0,0,0,0,0,0,0,0,448018519.262116,NA,NA,0,0,Inf,0.823320430390521,"HOLD",859.5,85.6075697211155,39,3.88446215139442,383,38.1664175386149
"SGA","Saga Communications","United States","Communication Services","Broadcasting",21.8500003814697,20.4500007629395,16.9799995422363,28.25,7644.35483870968,21.5404031968886,3771176,96267584,55946000,246488000,190542000,51353000,3882000,-434000,3448000,2268000,28753000,82400197.0385895,14.4116434827409,0.00920125929051313,0.0358168332135561,0.601403912201393,36.331656542588,1.06845963649387,"BUY",745.5,74.2529880478088,152,15.1394422310757,382,38.0667663178874
"HNNA","Hennessy Advisors","United States","Financial Services","Asset Management",8.60999965667725,8.14477443695068,7.81510496139526,10.9218215942383,20416,8.62667378234863,3776812,53628808,15401000,94718000,79317000,9954000,1051000,-66000,985000,1773000,7789000,32518350.0233345,14.6536631779258,0.0187187229460082,0.0183669940976499,0.469443541272375,18.3408629573235,1.05711947253149,"BUY",751,74.800796812749,146,14.5418326693227,381,37.9671150971599
"OBCI","Ocean Bio Chem Inc","United States","Industrials","Conglomerates",12.0100002288818,15.42542552948,9.86360359191895,17.4071292877197,38643.2,13.158232131958,3002799,111702752,0,0,38943827,0,0,0,0,881000,12879000,36063616.6772861,NA,Inf,0,0.293392931061986,40.93486569499,0.778584694855203,"HOLD",863,85.9561752988048,33,3.28685258964143,380,37.8674638764325
"SSPKU","Silver Spike Acquisition Corp Units","United States","Financial Services","Shell Companies",23,31.7999992370605,20.2845993041992,35.6199989318848,2000.02857142857,26.8162483760289,16952352,718404544,0,0,0,0,0,0,0,0,0,389904096,NA,NA,0,0,Inf,0.723270457604137,"HOLD",878.5,87.5,16,1.59362549800797,379,37.767812655705
"HTBK","Heritage Commerce","United States","Financial Services","Banks由egional",12.2200002670288,6.45733976364136,6.45733976364136,12.2200002670288,281988.8,8.92469598770142,57580083,-328630912,4056225000,4634114000,577889000,1131073000,22857000,-286000,22571000,11623000,37609000,703628629.635541,177.460952880956,0.00250813855679856,-0.0686819138912897,0.20185799315364,60.5376090196628,1.8924202092996,"HOLD",103,10.2589641434263,789,78.5856573705179,378,37.6681614349776
"DGICB","Donegal Group Cl B","United States","Financial Services","Insurance猶roperty & Casualty",13.5900001525879,11.8385753631592,11.6843414306641,14.0500001907349,396,12.552379776001,14508457,377453472,1642746204,2160520324,517774120,103094236,32672288,-15996,32656292,14568355,197496666,197169932.843815,50.2794969241211,0.00674298447377161,0.0865173973018852,1.00412848864631,13.5341246725395,1.14794219200386,"BUY",676,67.3306772908366,215,21.4143426294821,376.5,37.5186846038864
"MGYR","Magyar Bancorp Inc","United States","Financial Services","Banks由egional",13.75,8.34000015258789,8.0600004196167,14.4700002670288,1807.25806451613,10.2140323269752,1841135,91418760,683583000,741784000,58201000,52070000,1643000,-68000,1575000,1337000,6630000,25315606.25,416.057821059038,0.0018024114836664,0.0172284113238902,0.726182490691883,18.9346344427823,1.64868102499176,"HOLD",239,23.804780876494,652,64.9402390438247,376.5,37.5186846038864
"NKSH","Natl Bankshares Inc","United States","Financial Services","Banks由egional",35.5099983215332,24.689868927002,24.689868927002,38.939998626709,15532,31.4589341125488,6226053,97988560,1319066000,1519673000,200607000,13147000,3643000,-192000,3451000,4948000,12271000,221087131.579777,362.082349711776,0.00325596361848898,0.0352183969230694,0.7947250047502,44.6821203677803,1.43824167015718,"HOLD",411,40.9362549800797,479,47.7091633466136,375,37.3692077727952
"AXTI","Axt Inc","United States","Technology","Semiconductor Equipment & Materials",11.6599998474121,6.21000003814697,5.55999994277954,15.3699998855591,641118.548387097,10.0044354738728,38283456,464952032,43330000,298862000,189087000,72602000,-459000,-7734000,-8193000,2064000,27035000,446385091.118408,-94.400871459695,0.0069061975092183,-0.0176211725858206,0.0539136278605568,216.271846472097,1.87761671107677,"HOLD",109,10.8565737051793,780,77.6892430278884,373.5,37.219730941704
"OXBR","Oxbridge Ord Shrs","Cayman Islands","Financial Services","Insurance由einsurance",2.52999997138977,1.91999995708466,1.58000004291534,4.11999988555908,2951296.8,2.30739198875427,4198591,11383975,1058000,9083000,8025000,3560000,12000,0,12000,182000,496000,10622435.1098773,88.1666666666667,0.0200374325663327,0.00105411334792988,0.0433478755134758,58.3650280762492,1.31770834788525,"HOLD",529,52.6892430278884,360,35.8565737051793,373.5,37.219730941704
"SWKH","Swk Holdings Corp","United States","Financial Services","Asset Management",14.539999961853,15.0500001907349,12.9200000762939,15.289999961853,8397.6,14.4255199737549,2798341,174238224,21102000,256803000,235701000,9314000,4075000,-868000,3207000,4342000,10546000,40687878.0332518,5.17840490797546,0.016907902166252,0.0184058349906046,1.55163362863925,9.37076877781017,0.966112942032,"BUY",801.5,79.8306772908366,87,8.66533864541833,371.5,37.0204285002491
"FISK","Empire State Realty Op LP Se","United States","Real Estate","REIT優iversified",11.1499996185303,6.3899998664856,5.23999977111816,11.9899997711182,3060.48387096774,9.11838709154437,33346230,4841569280,2419388000,4150695000,1701367000,526714000,18740000,0,18740000,710000,143558000,371810451.779423,129.10288153682,0.00017105569067349,0.00387064584150699,0.0212917622171982,523.676692647074,1.7449139047733,"HOLD",177.5,17.6792828685259,711,70.8167330677291,371.5,37.0204285002491
"PTNR","Partner Comm CO Ltd","Israel","Communication Services","Telecom Services",4.76999998092651,3.84999990463257,3.74000000953674,5.3899998664856,6521.77419354839,4.71346774985713,131900520,872084672,3.402e+09,5.125e+09,1.723e+09,3.76e+08,1.82e+08,-1.16e+08,6.6e+07,5e+06,8.08e+08,629165477.884197,18.6923076923077,0.000975609756097561,0.0756807247266926,0.0379073562409003,125.833095576839,1.2389610646969,"BUY",589,58.6653386454183,297,29.5816733067729,369.5,36.8211260587942
"MHH","Mastech Holdings Inc","United States","Industrials","Staffing & Employment Services",17.6100006103516,18.1700000762939,15.3999996185303,21.6499996185303,24384.8,17.5807999725342,3966140,214072160,42513000,102046000,59533000,7677000,4293000,-38000,4255000,2025000,48710000,69843727.8207397,9.90286512928022,0.0198439919252102,0.0198764752969279,0.510571991911531,34.4907297880196,0.96917999650022,"BUY",796,79.2828685258964,90,8.96414342629482,369.5,36.8211260587942
"KMDA","Kamada Ltd","Israel","Healthcare","Drug Manufacturers祐pecialty & Generic",6.19000005722046,8.09000015258789,6.01999998092651,8.46000003814697,203444,6.87048001861572,28550227,172646800,32027000,210665000,178638000,70197000,12749000,-2116000,10633000,1629000,31542000,176725906.763657,2.51211859753706,0.0077326561127857,0.0615881672872014,0.0570573396841994,108.487358357064,0.765142143444874,"HOLD",861.5,85.8067729083665,24,2.39043824701195,368,36.671649227703
"MBINP","Merchants Bancorp [Indiana] Perp Pfd Ser A","United States","Financial Services","Banks由egional",27.1800003051758,25.4977989196777,25.0910758972168,27.3500003814697,1683.87096774194,26.405374188577,16427694,1817879552,8834754000,9645375000,597975000,179728000,333338000,-2193000,331145000,59786000,107849000,446504727.933334,26.5038909455268,0.00619841115560567,0.182160033449785,3.63934219860682,7.4683826971755,1.06597437648627,"BUY",734,73.1075697211155,151,15.0398406374502,367,36.5719980069756
